student_country,date_registered,paid,num_rated_courses,avg_rated_courses,avg_course_watched,total_time_watched,engagement_quizzes,engagement_exams,engagement_lessons,avg_exam_score,no_of_questions
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
BE,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,2.8,2.8,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
BR,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
DE,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
BR,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,0.8,0.8,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,10.3,10.3,1.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,1.1,1.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
UA,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,10.3,10.3,1.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,2.4,2.4,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,0.2,0.2,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
AE,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,3.6,3.6,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,15.3,15.3,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,0.1,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
NG,2022-06-02,0,0.0,4.843362527906577,2.1,2.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,49.2,49.2,1.0,1.0,1.0,75.0,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-06-02,0,0.0,4.843362527906577,1.0,1.0,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,17.3,34.6,0.0,0.0,2.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,0.6,0.6,1.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,0.5,0.5,0.0,0.0,1.0,64.44682826482409,0.0
TN,2022-06-02,0,0.0,4.843362527906577,13.833333333333334,41.5,0.0,1.0,3.0,83.0,0.0
PS,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,0.9,0.9,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,38.2,38.2,0.0,1.0,1.0,100.0,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
CA,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,2.5,2.5,0.0,0.0,1.0,64.44682826482409,0.0
CA,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GE,2022-06-02,0,0.0,4.843362527906577,4.4,4.4,1.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,9.5,9.5,1.0,0.0,1.0,64.44682826482409,0.0
PK,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
MX,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.8,13.8,1.0,0.0,1.0,64.44682826482409,0.0
IN,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-06-02,0,0.0,4.843362527906577,0.1,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
DZ,2022-06-02,0,0.0,4.843362527906577,68.8,68.8,1.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,0.8,0.8,0.0,0.0,1.0,64.44682826482409,0.0
GR,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
AZ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,6.6,6.6,1.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-06-02,1,0.0,4.843362527906577,6.6,6.6,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,21.5,43.0,0.0,0.0,2.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,0.7,0.7,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-06-02,0,0.0,4.843362527906577,3.8,3.8,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
NL,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,21.75,43.5,2.0,1.0,2.0,73.2,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
SA,2022-06-02,0,0.0,4.843362527906577,0.6,0.6,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,0.4,0.4,0.0,0.0,1.0,64.44682826482409,0.0
MA,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
NG,2022-06-02,0,0.0,4.843362527906577,33.9,33.9,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
AE,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-06-02,0,0.0,4.843362527906577,13.4,26.8,1.0,0.0,2.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,5.3,5.3,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-06-02,1,0.0,4.843362527906577,26.8,80.4,1.0,1.0,3.0,100.0,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,6.3,6.3,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
SG,2022-06-02,1,0.0,4.843362527906577,34.725,138.9,2.0,3.0,4.0,64.2,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
NZ,2022-06-02,0,0.0,4.843362527906577,3.9,3.9,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
FR,2022-06-02,0,0.0,4.843362527906577,4.0,4.0,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
LB,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-06-02,0,0.0,4.843362527906577,0.1,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,1.3,1.3,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,10.4,10.4,1.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,1.0,1.0,0.0,0.0,1.0,64.44682826482409,0.0
AE,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
TJ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
SA,2022-06-02,0,0.0,4.843362527906577,1.3,1.3,0.0,0.0,1.0,64.44682826482409,0.0
PS,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
CA,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
PT,2022-06-02,0,0.0,4.843362527906577,7.2,7.2,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,10.1,10.1,1.0,0.0,1.0,64.44682826482409,0.0
US,2022-06-02,0,0.0,4.843362527906577,19.7,19.7,1.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
KW,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
KE,2022-06-02,0,0.0,4.843362527906577,6.666666666666667,20.0,1.0,0.0,3.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,0.4499999999999999,0.8999999999999999,0.0,0.0,2.0,64.44682826482409,0.0
NZ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,8.9,8.9,1.0,0.0,1.0,64.44682826482409,0.0
CA,2022-06-02,0,0.0,4.843362527906577,20.8,41.6,1.0,1.0,2.0,83.25,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,10.1,10.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,0.3,0.3,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,2.3,2.3,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
FR,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-06-02,0,0.0,4.843362527906577,0.1,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,26.8,53.6,1.0,0.0,2.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-06-02,0,0.0,4.843362527906577,14.3,14.3,1.0,0.0,1.0,64.44682826482409,0.0
LK,2022-06-02,0,0.0,4.843362527906577,26.5,26.5,1.0,0.0,1.0,64.44682826482409,0.0
IL,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
CA,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,10.9,10.9,1.0,0.0,1.0,64.44682826482409,0.0
TN,2022-06-02,0,0.0,4.843362527906577,10.9,10.9,1.0,0.0,1.0,64.44682826482409,0.0
US,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,6.2,6.2,0.0,0.0,1.0,64.44682826482409,0.0
CA,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,0.1,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,4.25,8.5,0.0,0.0,2.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
TN,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
SA,2022-06-02,0,0.0,4.843362527906577,6.5,6.5,0.0,0.0,1.0,64.44682826482409,0.0
SA,2022-06-02,0,0.0,4.843362527906577,2.5500000000000003,5.1000000000000005,0.0,0.0,2.0,64.44682826482409,0.0
AR,2022-06-02,0,0.0,4.843362527906577,2.9,2.9,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-06-02,0,0.0,4.843362527906577,23.5,47.0,1.0,0.0,2.0,64.44682826482409,0.0
SA,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,24.83333333333333,74.5,3.0,1.0,3.0,83.0,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,0.1,0.1,0.0,0.0,1.0,64.44682826482409,0.0
PS,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,1.6,1.6,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
TR,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,1.0,5.0,15.0,105.0,0.0,2.0,7.0,50.0,0.0
IN,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,2.7,2.7,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,9.95,19.9,0.0,1.0,2.0,66.66666666666667,0.0
EG,2022-06-02,0,0.0,4.843362527906577,19.96666666666667,59.900000000000006,1.0,1.0,3.0,44.333333333333336,0.0
BR,2022-06-02,1,0.0,4.843362527906577,42.900000000000006,85.80000000000001,2.0,1.0,2.0,61.11111111111112,0.0
EG,2022-06-02,0,0.0,4.843362527906577,3.2,3.2,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
QA,2022-06-02,0,0.0,4.843362527906577,1.7,1.7,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-06-02,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
MA,2022-06-02,0,0.0,4.843362527906577,0.4,0.4,0.0,0.0,1.0,64.44682826482409,0.0
FR,2022-06-02,0,0.0,4.843362527906577,112.9,564.5,3.0,0.0,5.0,64.44682826482409,0.0
